Name,Country,Position,Age,Team_from,Team_to,League_from,Season,Window, Fee ( Euros Mn) , Transfer Rating 
Ian Pearce,England,CB,29,West Ham,Fulham,Championship,2003-2004,Winter, 1.60 , 6.33 
Martin Taylor,England,CB,24,Blackburn,Birmingham,Premier League,2003-2004,Winter, 1.60 , 6.75 
Paul Bosvelt,Netherlands,DM,33,Feyenoord,City,Eredivisie,2003-2004,Summer, 1.50 , 6.22 
Kevin Kilbane,Ireland,LM,26,Sunderland,Everton,Championship,2003-2004,Summer, 1.25 , 7.18 
Matt Holland,Ireland,CM,29,Ipswich,Charlton,Championship,2003-2004,Summer, 1.25 , 7.14 
Antoine Sibierski,France,AM,29,Lens,City,Ligue 1,2003-2004,Summer, 1.10 , 6.06 
Moritz Volz,Germany,RB,20,Arsenal,Fulham,Premier League,2003-2004,Winter, 1.00 , 7.03 
Didier Drogba,Ivory Coast,CF,26,Marseille,Chelsea,Ligue 1,2004-2005,Summer, 38.50 , 8.03 
Wayne Rooney,England,SS,18,Everton,United,Premier League,2004-2005,Summer, 37.00 , 8.15 
Ricardo Carvalho,Portugal,CB,26,FC Porto,Chelsea,Liga NOS,2004-2005,Summer, 30.00 , 7.92 
Paulo Ferreira,Portugal,RB,25,FC Porto,Chelsea,Liga NOS,2004-2005,Summer, 20.00 , 7.43 
Djibril Cissé,France,CF,22,AJ Auxerre,Liverpool,Ligue 1,2004-2005,Summer, 20.00 , 6.38 
Arjen Robben,Netherlands,RW,20,PSV Eindhoven,Chelsea,Eredivisie,2004-2005,Summer, 18.00 , 7.71 
Xabi Alonso,Spain,DM,22,Real Sociedad,Liverpool,La Liga,2004-2005,Summer, 16.00 , 7.85 
Tiago,Portugal,CM,23,Benfica,Chelsea,Liga NOS,2004-2005,Summer, 15.00 , 7.05 
Petr Cech,Czech Republic,GK,22,Stade Rennais,Chelsea,Ligue 1,2004-2005,Summer, 13.00 , 8.18 
Jiri Jarosik,Czech Republic,CB,27,CSKA Moscow,Chelsea,Russian Premier League,2004-2005,Summer, 12.00 , 6.92 
Alex,Brazil,CB,22,Santos FC,Chelsea, Brasileiro,2004-2005,Summer, 11.50 , 7.57 
Jean-Alain Boumsong,France,CB,25,Rangers,Newcastle,SPL,2004-2005,Winter, 11.30 , 6.01 
Gabriel Heinze,Argentina,CB,26,Paris SG,United,Ligue 1,2004-2005,Summer, 10.00 , 7.08 
Emile Heskey,England,CF,26,Liverpool,Birmingham,Premier League,2004-2005,Summer, 9.32 , 6.68 
Fernando Morientes,Spain,CF,28,Real Madrid,Liverpool,La Liga,2004-2005,Winter, 9.25 , 6.01 
James Beattie,England,CF,26,Southampton,Everton,Premier League,2004-2005,Summer, 9.00 , 6.17 
Papa Bouba Diop,Senegal,DM,26,Lens,Fulham,Ligue 1,2004-2005,Summer, 9.00 , 7.32 
Alan Smith,England,CM,23,Leeds,United,Championship,2004-2005,Summer, 9.00 , 6.08 
Luis García,Spain,RW,26,Barcelona,Liverpool,La Liga,2004-2005,Summer, 8.75 , 7.05 
Andy Reid,Ireland,LM,22,Nottm Forest,Spurs,Championship,2004-2005,Winter, 8.00 , 5.21 
Mateja Kezman,Serbia,CF,25,PSV Eindhoven,Chelsea,Eredivisie,2004-2005,Summer, 7.50 , 5.12 
James Milner,England,CM,18,Leeds,Newcastle,Championship,2004-2005,Summer, 7.40 , 7.02 
Michael Dawson,England,CB,21,Nottm Forest,Spurs,Championship,2004-2005,Winter, 7.00 , 7.63 
Mark Viduka,Australia,CF,28,Leeds,Middlesbrough,Championship,2004-2005,Summer, 6.75 , 7.62 
Dean Ashton,England,CF,21,Crewe Alexandra,Norwich,Championship,2004-2005,Summer, 6.00 , 7.73 
Gerard Piqué,Spain,CB,17,Barcelona B,United,La Liga,2004-2005,Summer, 5.25 , 6.44 
Sean Davis,England,DM,24,Fulham,Spurs,Premier League,2004-2005,Summer, 5.20 , 5.36 
Manuel Almunia,Spain,GK,27,Celta de Vigo,Arsenal,La Liga2,2004-2005,Summer, 5.00 , 6.88 
Robbie Savage,Wales,CM,30,Birmingham,Blackburn,Premier League,2004-2005,Summer, 4.50 , 7.02 
Thimothée Atouba,Cameroon,LB,22,FC Basel,Spurs,Swiss Super League,2004-2005,Summer, 4.50 , 5.47 
Robert Earnshaw,Wales,CF,23,Cardiff,West Brom,Championship,2004-2005,Summer, 4.50 , 7.03 
Robin van Persie,Netherlands,CF,20,Feyenoord,Arsenal,Eredivisie,2004-2005,Summer, 4.50 , 7.82 
Michael Carrick,England,DM,23,West Ham,Spurs,Championship,2004-2005,Summer, 4.10 , 7.48 
Martin Laursen,Denmark,CB,26,AC Milan,Villa,Serie A,2004-2005,Summer, 4.00 , 7.56 
Francis Jeffers,England,CF,23,Arsenal,Charlton,Premier League,2004-2005,Summer, 3.90 , 5.61 
Martin Albrechtsen,Denmark,CB,24,FC Copenhagen,West Brom,Superligaen,2004-2005,Summer, 3.75 , 7.36 
Nicky Butt,England,CM,29,United,Newcastle,Premier League,2004-2005,Summer, 3.75 , 6.58 
Dennis Rommedahl,Denmark,RW,25,PSV Eindhoven,Charlton,Eredivisie,2004-2005,Summer, 3.50 , 6.02 
Jesper Grönkjaer,Denmark,LW,26,Chelsea,Birmingham,Premier League,2004-2005,Summer, 3.30 , 5.31 
Danny Murphy,England,CM,27,Liverpool,Charlton,Premier League,2004-2005,Summer, 3.25 , 6.87 
Nigel Quashie,Scotland,CM,26,Portsmouth,Southampton,Premier League,2004-2005,Winter, 3.15 , 6.13 
Amdy Fayé,Senegal,DM,27,Portsmouth,Newcastle,Premier League,2004-2005,Winter, 3.00 , 5.24 
Paul Robinson,England,GK,24,Leeds,Spurs,Championship,2004-2005,Summer, 3.00 , 7.05 
Pedro Mendes,Portugal,DM,25,FC Porto,Spurs,Liga NOS,2004-2005,Summer, 3.00 , 5.32 
Stephen Carr,Ireland,RB,27,Spurs,Newcastle,Premier League,2004-2005,Summer, 3.00 , 6.17 
Tomasz Radzinski,Canada,CF,30,Everton,Fulham,Premier League,2004-2005,Summer, 3.00 , 5.72 
Josemi,Spain,CB,24,Málaga CF,Liverpool,La Liga,2004-2005,Summer, 3.00 , 5.28 
Jelle Van Damme,Belgium,LB,20,AFC Ajax,Southampton,Eredivisie,2004-2005,Summer, 3.00 , 5.22 
Peter Crouch,England,CF,23,Villa,Southampton,Premier League,2004-2005,Summer, 3.00 , 7.27 
Eric Djemba-Djemba,Cameroon,DM,23,United,Villa,Premier League,2004-2005,Summer, 2.54 , 5.42 
Ricardo Fuller,Jamaica,CF,24,Preston NE,Portsmouth,Championship,2004-2005,Summer, 2.50 , 5.29 
Noé Pamarot,France,CB,25,OGC Nice,Spurs,Ligue 1,2004-2005,Summer, 2.40 , 5.73 
Mathieu Berson,France,DM,24,FC Nantes,Villa,Ligue 1,2004-2005,Summer, 2.30 , 5.21 
Robbie Blake,England,SS,28,Burnley,Birmingham,Championship,2004-2005,Summer, 2.25 , 6.06 
Richard Chaplow,England,CM,20,Burnley,West Brom,Championship,2004-2005,Summer, 2.25 , 6.36 
Lomana LuaLua,DR Congo,SS,23,Newcastle,Portsmouth,Premier League,2004-2005,Winter, 2.25 , 6.79 
Zoltán Gera,Hungary,CM,25,Ferencváros,West Brom,NB I.,2004-2005,Summer, 2.25 , 6.58 
Fitz Hall,England,CB,23,Southampton,Palace,Premier League,2004-2005,Summer, 2.25 , 7.08 
Morten Gamst Pedersen,Norway,CM,22,Tromsø,Blackburn,Eliteserien,2004-2005,Winter, 2.25 , 7.22 
Emmanuel Eboué,Ivory Coast,RB,21,KSK Beveren,Arsenal,Jupiler Pro League,2004-2005,Summer, 2.20 , 7.46 
Tim Cahill,Australia,AM,24,Millwall,Everton,Championship,2004-2005,Summer, 2.20 , 8.03 
Erik Edman,Sweden,LB,25,Heerenveen,Spurs,Eredivisie,2004-2005,Summer, 2.00 , 5.38 
Claus Jensen,Denmark,AM,27,Charlton,Fulham,Premier League,2004-2005,Summer, 1.90 , 5.29 
Andreas Jakobsson,Sweden,CB,32,Bröndby IF,Southampton,Superligaen,2004-2005,Summer, 1.80 , 6.32 
Calum Davenport,England,CB,21,Coventry,Spurs,Championship,2004-2005,Summer, 1.80 , 5.47 
Jonathan Greening,England,CM,25,Middlesbrough,West Brom,Premier League,2004-2005,Summer, 1.75 , 6.73 
Giannis Skopelitis,Greece,DM,26,Egaleo AO,Portsmouth,Super League,2004-2005,Winter, 1.50 , 5.33 
Ben Thatcher,Wales,LB,28,Leicester,City,Championship,2004-2005,Summer, 1.50 , 6.11 
Michael Essien,Ghana,DM,22,Olympique Lyon,Chelsea,Ligue 1,2005-2006,Summer, 38.00 , 7.95 
Shaun Wright-Phillips,England,RW,23,City,Chelsea,Premier League,2005-2006,Summer, 31.50 , 5.78 
Michael Owen,England,CF,25,Real Madrid,Newcastle,La Liga,2005-2006,Summer, 25.00 , 6.72 
Albert Luque,Spain,LW,27,Deportivo,Newcastle,La Liga,2005-2006,Summer, 20.00 , 5.34 
Jermaine Jenas,England,CM,22,Newcastle,Spurs,Premier League,2005-2006,Summer, 15.00 , 7.68 
Aleksandr Hleb,Belarus,AM,24,VfB Stuttgart,Arsenal,Bundesliga,2005-2006,Summer, 15.00 , 7.22 
Asier del Horno,Spain,LB,24,Athletic Bilbao,Chelsea,La Liga,2005-2006,Summer, 12.00 , 6.39 
Mohamed Sissoko,Mali,DM,20,Valencia CF,Liverpool,La Liga,2005-2006,Summer, 12.00 , 6.31 
Dean Ashton,England,CF,22,Norwich,West Ham,Championship,2005-2006,Winter, 10.89 , 6.58 
Peter Crouch,England,CF,24,Southampton,Liverpool,Championship,2005-2006,Summer, 10.50 , 6.02 
Nemanja Vidic,Serbia,CB,24,Spartak Moscow,United,Russian Premier League,2005-2006,Winter, 10.50 , 8.57 
Theo Walcott,England,RW,16,Southampton,Arsenal,Championship,2005-2006,Winter, 10.50 , 7.38 
Emmanuel Adebayor,Togo,CF,21,Monaco,Arsenal,Ligue 1,2005-2006,Winter, 10.00 , 7.42 
Pepe Reina,Spain,GK,22,Villarreal,Liverpool,La Liga,2005-2006,Summer, 9.80 , 7.31 
Yakubu Aiyegbeni,Nigeria,CF,22,Portsmouth,Middlesbrough,Premier League,2005-2006,Summer, 9.75 , 7.53 
Andy van der Meyde,Netherlands,RW,25,Inter,Everton,Serie A,2005-2006,Summer, 9.00 , 5.18 
Scott Parker,England,CM,24,Chelsea,Newcastle,Premier League,2005-2006,Summer, 9.00 , 7.05 
Milan Baros,Czech Republic,CF,23,Liverpool,Villa,Premier League,2005-2006,Summer, 8.84 , 5.81 
Daniel Agger,Denmark,CB,21,Bröndby IF,Liverpool,Superligaen,2005-2006,Summer, 8.76 , 7.66 
Georgios Samaras,Greece,LW,20,Heerenveen,City,Eredivisie,2005-2006,Summer, 8.50 , 5.97 
Patrice Evra,France,LB,24,Monaco,United,Ligue 1,2005-2006,Winter, 8.00 , 7.89 
Craig Bellamy,Wales,LW,26,Newcastle,Blackburn,Premier League,2005-2006,Summer, 7.50 , 7.52 
Ji-seong Park,South Korea,AM,24,PSV Eindhoven,United,Eredivisie,2005-2006,Summer, 7.30 , 7.77 
Per Kröldrup,Denmark,CB,25,Udinese Calcio,Everton,Serie A,2005-2006,Summer, 6.80 , 5.06 
Henri Camara,Senegal,CF,28,Wolves,Wigan,Championship,2005-2006,Summer, 6.45 , 7.55 
Benjani,Zimbabwe,CF,27,AJ Auxerre,Portsmouth,Ligue 1,2005-2006,Summer, 6.00 , 7.61 
Phil Neville,England,RB,28,United,Everton,Premier League,2005-2006,Summer, 5.30 , 7.36 
Simon Davies,Wales,RM,25,Spurs,Everton,Premier League,2005-2006,Summer, 5.25 , 5.41 
Emre Belözoglu,Turkey,CM,24,Inter,Newcastle,Serie A,2005-2006,Summer, 5.00 , 6.07 
El-Hadji Diouf,Senegal,CF,24,Liverpool,Bolton,Premier League,2005-2006,Summer, 4.80 , 7.25 
Wilfred Bouma,Netherlands,LB,27,PSV Eindhoven,Villa,Eredivisie,2005-2006,Summer, 4.70 , 7.02 
Tom Huddlestone,England,DM,18,Derby,Spurs,Championship,2005-2006,Summer, 4.70 , 6.82 
Mikael Forssell,Finland,CF,24,Chelsea,Birmingham,Premier League,2005-2006,Summer, 4.50 , 6.74 
Darren Bent,England,CF,21,Ipswich,Charlton,Championship,2005-2006,Summer, 4.50 , 7.79 
Nathan Ellington,England,CF,24,Wigan,West Brom,Premier League,2005-2006,Summer, 4.50 , 7.02 
Curtis Davies,England,CB,20,Luton Town,West Brom,Championship,2005-2006,Summer, 4.50 , 7.16 
Lassana Diarra,France,DM,20,AC Le Havre,Chelsea,Ligue 2,2005-2006,Summer, 4.50 , 5.72 
Edwin van der Sar,Netherlands,GK,34,Fulham,United,Premier League,2005-2006,Summer, 4.00 , 8.08 
Alex Song,Cameroon,DM,17,SC Bastia,Arsenal,Ligue 2,2005-2006,Summer, 4.00 , 7.15 
Yossi Benayoun,Israel,RW,25,Racing,West Ham,La Liga,2005-2006,Summer, 3.75 , 7.04 
Paul Scharner,Austria,CB,25,SK Brann,Wigan,Eliteserien,2005-2006,Winter, 3.67 , 7.17 
Darius Vassell,England,CF,25,Villa,City,Premier League,2005-2006,Summer, 3.60 , 7.02 
Grzegorz Rasiak,Poland,CF,26,Derby,Spurs,Championship,2005-2006,Summer, 3.50 , 5.27 
Danny Murphy,England,CM,28,Charlton,Spurs,Premier League,2005-2006,Winter, 3.21 , 6.22 
Andrew O'Brien,Ireland,CB,26,Newcastle,Portsmouth,Premier League,2005-2006,Summer, 3.00 , 5.85 
Abou Diaby,France,CM,19,AJ Auxerre,Arsenal,Ligue 1,2005-2006,Summer, 3.00 , 6.87 
Hossam Ghaly,Egypt,CM,24,Feyenoord,Spurs,Eredivisie,2005-2006,Winter, 3.00 , 5.42 
Marcus Bent,England,CF,27,Everton,Charlton,Premier League,2005-2006,Summer, 3.00 , 5.17 
Wayne Routledge,England,LW,20,Palace,Spurs,Championship,2005-2006,Summer, 3.00 , 5.22 
David Connolly,Ireland,CF,28,Leicester,Wigan,Championship,2005-2006,Summer, 3.00 , 5.73 
Carlos Vela,Mexico,RW,16,Chivas,Arsenal, Mexico,2005-2006,Summer, 3.00 , 6.48 
Mikel Arteta,Spain,CM,23,Real Sociedad,Everton,La Liga,2005-2006,Summer, 2.80 , 7.51 
Emanuel Pogatetz,Austria,CB,22,Bay. Leverkusen,Middlesbrough,Bundesliga,2005-2006,Summer, 2.71 , 7.36 
Jon Stead,England,CF,22,Blackburn,Sunderland,Premier League,2005-2006,Summer, 2.70 , 5.21 
Mark González,Chile,LW,20,Albacete,Liverpool,La Liga2,2005-2006,Summer, 2.50 , 5.27 
Jhon Viáfara,Columbia,DM,26,Once Caldas,Portsmouth, Colombia,2005-2006,Summer, 2.40 , 5.38 
Michael Brown,England,CM,28,Spurs,Fulham,Premier League,2005-2006,Summer, 2.30 , 6.42 
Nolberto Solano,Peru,RM,31,Villa,Newcastle,Premier League,2005-2006,Summer, 2.25 , 6.12 
Paul Konchesky,England,LB,24,Charlton,West Ham,Premier League,2005-2006,Summer, 2.25 , 5.81 
Diomansy Kamara,Senegal,RW,24,Modena,West Brom,Serie B,2005-2006,Summer, 2.25 , 7.06 
Darren Carter,England,CM,21,Birmingham,West Brom,Premier League,2005-2006,Summer, 2.25 , 5.02 
Damien Francis,Jamaica,CM,26,Norwich,Wigan,Championship,2005-2006,Summer, 2.25 , 5.18 
Nuno Valente,Portugal,LB,30,FC Porto,Everton,Liga NOS,2005-2006,Summer, 2.00 , 7.13 
Young-pyo Lee,South Korea,LB,28,PSV Eindhoven,Spurs,Eredivisie,2005-2006,Summer, 2.00 , 7.05 
Danny Gabbidon,Wales,CB,25,Cardiff,West Ham,Championship,2005-2006,Summer, 2.00 , 6.82 
James Collins,Wales,CB,21,Cardiff,West Ham,Championship,2005-2006,Summer, 2.00 , 5.44 
Heidar Helguson,Iceland,CF,27,Watford,Fulham,Championship,2005-2006,Summer, 2.00 , 6.52 
Ben Foster,England,GK,22,Stoke,United,Championship,2005-2006,Summer, 2.00 , 6.06 
Andriy Shevchenko,Ukraine,CF,29,AC Milan,Chelsea,Serie A,2006-2007,Summer, 43.30 , 5.46 
Michael Carrick,England,DM,25,Spurs,United,Premier League,2006-2007,Summer, 27.20 , 7.85 
John Mikel Obi,Nigeria,DM,19,FK Lyn,Chelsea,Eliteserien,2006-2007,Summer, 20.00 , 7.11 
Dirk Kuyt,Netherlands,RW,26,Feyenoord,Liverpool,Eredivisie,2006-2007,Summer, 18.00 , 7.63 
Obafemi Martins,Nigeria,CF,21,Inter,Newcastle,Serie A,2006-2007,Summer, 16.00 , 7.01 
Dimitar Berbatov,Bulgaria,CF,25,Bay. Leverkusen,Spurs,Bundesliga,2006-2007,Summer, 15.70 , 7.52 
Damien Duff,Ireland,RM,27,Chelsea,Newcastle,Premier League,2006-2007,Summer, 15.50 , 6.22 
Carlos Tévez,Argentina,SS,22,Corinthians,West Ham, Brasileiro,2006-2007,Summer, 14.60 , 7.83 
Javier Mascherano,Argentina,DM,22,Corinthians,West Ham, Brasileiro,2006-2007,Summer, 14.60 , 7.79 
Khalid Boulahrouz,Netherlands,CB,24,Hamburger SV,Chelsea,Bundesliga,2006-2007,Summer, 13.20 , 6.18 
Ashley Young,England,LM,21,Watford,Villa,Premier League,2006-2007,Winter, 13.20 , 7.73 
Matthew Upson,England,CB,27,Birmingham,West Ham,Championship,2006-2007,Winter, 12.60 , 7.21 
Didier Zokora,Ivory Coast,DM,25,Saint-Étienne,Spurs,Ligue 1,2006-2007,Summer, 12.35 , 7.28 
Nicolas Anelka,France,CF,27,Fenerbahce,Bolton,Super Lig,2006-2007,Summer, 12.00 , 7.83 
Andy Johnson,England,CF,25,Palace,Everton,Championship,2006-2007,Summer, 11.00 , 6.59 
Tomás Rosicky,Czech Republic,AM,25,Bor. Dortmund,Arsenal,Bundesliga,2006-2007,Summer, 10.00 , 7.52 
Stiliyan Petrov,Bulgaria,CM,27,Celtic,Villa,Premier League,2006-2007,Summer, 10.00 , 7.51 
Pascal Chimbonda,France,RB,27,Wigan,Spurs,Premier League,2006-2007,Summer, 10.00 , 6.56 
Jermaine Pennant,England,RW,23,Birmingham,Liverpool,Championship,2006-2007,Summer, 9.10 , 5.33 
Craig Bellamy,Wales,LW,26,Blackburn,Liverpool,Premier League,2006-2007,Summer, 9.00 , 6.62 
Robert Huth,Germany,CB,21,Chelsea,Middlesbrough,Premier League,2006-2007,Summer, 8.90 , 5.28 
Emile Heskey,England,CF,28,Birmingham,Wigan,Championship,2006-2007,Summer, 7.50 , 7.02 
Ashley Cole,England,LB,25,Arsenal,Chelsea,Premier League,2006-2007,Summer, 7.40 , 7.95 
Luís Boa Morte,Portugal,LM,29,Fulham,West Ham,Premier League,2006-2007,Winter, 6.80 , 5.47 
Mido,Egypt,CF,23,AS Roma,Spurs,Serie A,2006-2007,Summer, 6.75 , 6.01 
Joleon Lescott,England,CB,23,Wolves,Everton,Championship,2006-2007,Summer, 6.50 , 7.69 
Souleymane Diawara,Senegal,CB,27,FC Sochaux,Charlton,Ligue 1,2006-2007,Summer, 5.40 , 5.32 
Ricardo Rocha,Portugal,CB,28,Benfica,Spurs,Liga NOS,2006-2007,Winter, 5.00 , 5.45 
Benoît Assou-Ekotto,Cameroon,LB,22,Lens,Spurs,Ligue 1,2006-2007,Summer, 5.00 , 7.26 
Denílson,Brazil,DM,18,São Paulo,Arsenal,Série A,2006-2007,Summer, 5.00 , 6.70 
Niko Kranjcar,Croatia,AM,22,Hajduk Split,Portsmouth,HNL,2006-2007,Summer, 4.50 , 6.96 
Franck Queudrue,France,LB,27,Middlesbrough,Fulham,Premier League,2006-2007,Summer, 4.50 , 5.62 
Fitz Hall,England,CB,25,Palace,Wigan,Championship,2006-2007,Summer, 4.50 , 5.44 
Denny Landzaat,Netherlands,CM,30,AZ Alkmaar,Wigan,Eredivisie,2006-2007,Summer, 4.40 , 5.61 
Andy Reid,Ireland,LM,23,Spurs,Charlton,Premier League,2006-2007,Summer, 4.20 , 6.27 
Calum Davenport,England,CB,24,Spurs,West Ham,Premier League,2006-2007,Summer, 4.20 , 6.86 
Jason Roberts,Grenada,CF,28,Wigan,Blackburn,Premier League,2006-2007,Summer, 4.08 , 6.58 
Salomon Kalou,Ivory Coast,LW,20,Feyenoord,Chelsea,Eredivisie,2006-2007,Summer, 4.00 , 7.62 
Álvaro Arbeloa,Spain,RB,24,Deportivo,Liverpool,La Liga,2006-2007,Winter, 3.90 , 7.28 
Matthew Kilgallon,England,CB,22,Leeds,Sheffiled,Championship,2006-2007,Winter, 3.80 , 6.21 
Madjid Bougherra,Algeria,CB,24,Sheff Wed,Charlton,Championship,2006-2007,Winter, 3.79 , 5.61 
Jimmy Bullard,England,CM,27,Wigan,Fulham,Premier League,2006-2007,Summer, 3.75 , 6.09 
Benni McCarthy,South Africa,CF,28,FC Porto,Blackburn,Liga NOS,2006-2007,Summer, 3.70 , 6.02 
Claude Davis,Jamaica,CB,27,Preston NE,Sheffiled,Championship,2006-2007,Summer, 3.50 , 5.61 
Rob Hulse,England,CF,26,Leeds,Sheffiled,Championship,2006-2007,Summer, 3.45 , 5.48 
David Cotterill,Wales,RW,18,Bristol City,Wigan,League One,2006-2007,Summer, 3.20 , 5.42 
Steed Malbranque,France,CM,26,Fulham,Spurs,Premier League,2006-2007,Summer, 3.00 , 6.73 
Andreas Isaksson,Sweden,GK,24,Stade Rennais,City,Ligue 1,2006-2007,Summer, 3.00 , 5.12 
Robert Green,England,GK,26,Norwich,West Ham,Championship,2006-2007,Summer, 3.00 , 7.02 
Bernardo Corradi,Italy,CF,30,Valencia CF,City,La Liga,2006-2007,Summer, 3.00 , 5.33 
Carlton Cole,England,CF,22,Chelsea,West Ham,Premier League,2006-2007,Summer, 3.00 , 7.08 
Amdy Fayé,Senegal,DM,29,Newcastle,Charlton,Premier League,2006-2007,Summer, 3.00 , 5.42 
André Ooijer,Netherlands,CB,32,PSV Eindhoven,Blackburn,Eredivisie,2006-2007,Summer, 3.00 , 6.12 
Abdoulaye Fayé,Senegal,CB,28,Lens,Bolton,Ligue 1,2006-2007,Summer, 3.00 , 7.18 
Clint Dempsey,United States,SS,23,Revolution,Fulham,MLS,2006-2007,Winter, 3.00 , 7.72 
Djimi Traoré,Mali,CB,26,Liverpool,Charlton,Premier League,2006-2007,Summer, 2.80 , 5.11 
Luton Shelton,Jamaica,LW,21,Helsingborg,Sheffiled,Allsvenskan,2006-2007,Winter, 2.70 , 5.19 
Kevin Kilbane,Ireland,LM,29,Everton,Wigan,Premier League,2006-2007,Summer, 2.50 , 7.15 
Fernando Torres,Spain,CF,23,Atlético Madrid,Liverpool,La Liga,2007-2008,Summer, 38.00 , 7.92 
Anderson,Brazil,CM,19,FC Porto,United,Liga NOS,2007-2008,Summer, 31.50 , 6.55 
Nani,Portugal,LW,20,Sporting CP,United,Liga NOS,2007-2008,Summer, 25.50 , 7.08 
Owen Hargreaves,England,DM,26,Bayern Munich ,United,Bundesliga,2007-2008,Summer, 25.00 , 7.02 
Darren Bent,England,CF,23,Charlton,Spurs,Championship,2007-2008,Summer, 24.75 , 6.08 
Florent Malouda,France,CM,27,Olympique Lyon,Chelsea,Ligue 1,2007-2008,Summer, 19.00 , 7.03 
Nicolas Anelka,France,CF,28,Bolton,Chelsea,Premier League,2007-2008,Wu, 18.00 , 7.01 
Ryan Babel,Netherlands,LW,20,AFC Ajax,Liverpool,Eredivisie,2007-2008,Summer, 17.25 , 5.78 
Afonso Alves,Brazil,CF,26,Heerenveen,Middlesbrough,Eredivisie,2007-2008,Winter, 17.00 , 6.09 
Yakubu Aiyegbeni,Nigeria,CF,24,Middlesbrough,Everton,Premier League,2007-2008,Summer, 16.50 , 7.07 
Gareth Bale,Wales,RW,17,Southampton,Spurs,Championship,2007-2008,Summer, 14.70 , 8.11 
Eduardo,Croatia,CF,24,Dinamo Zagreb,Arsenal,HNL,2007-2008,Summer, 13.50 , 5.79 
Rolando Bianchi,Italy,CF,24,Reggina,City,Serie A,2007-2008,Summer, 13.00 , 5.32 
Alan Hutton,Scotland,RB,23,Rangers,Spurs,SPL,2007-2008,Winter, 13.00 , 5.71 
Vedran Corluka,Croatia,CB,21,Dinamo Zagreb,City,HNL,2007-2008,Summer, 13.00 , 6.22 
Nigel Reo-Coker,England,DM,23,West Ham,Villa,Premier League,2007-2008,Summer, 12.50 , 7.03 
Branislav Ivanovic,Serbia,CB,23,Loko Moscow,Chelsea,Russian Premier League,2007-2008,Winter, 12.00 , 7.71 
Kieron Dyer,England,RM,28,Newcastle,West Ham,Premier League,2007-2008,Summer, 12.00 , 5.18 
Elano,Brazil,AM,26,Shakhtar D.,City,Ukraine Premier League,2007-2008,Summer, 12.00 , 6.58 
Younès Kaboul,France,CB,21,AJ Auxerre,Spurs,Ligue 1,2007-2008,Summer, 12.00 , 6.51 
Craig Bellamy,Wales,LW,28,Liverpool,West Ham,Premier League,2007-2008,Summer, 11.25 , 6.02 
Craig Gordon,Scotland,GK,24,Heart of Midl.,Sunderland,Premier League,2007-2008,Summer, 10.82 , 5.48 
Jonathan Woodgate,England,CB,28,Middlesbrough,Spurs,Premier League,2007-2008,Winter, 10.80 , 5.81 
Sulley Muntari,Ghana,CM,22,Udinese Calcio,Portsmouth,Serie A,2007-2008,Summer, 10.51 , 6.22 
Martin Skrtel,Slovenia,CB,23,Zenit S-Pb,Liverpool,Russian Premier League,2007-2008,Winter, 10.00 , 7.01 
Lucas Leiva,Brazil,DM,20,Grêmio,Liverpool,Série A,2007-2008,Summer, 10.00 , 6.52 
John Utaka,Nigeria,LW,25,Stade Rennais,Portsmouth,Ligue 1,2007-2008,Summer, 10.00 , 5.92 
Scott Parker,England,CM,26,Newcastle,West Ham,Premier League,2007-2008,Summer, 9.70 , 7.51 
Jonathan Woodgate,England,CB,27,Real Madrid,Middlesbrough,La Liga,2007-2008,Summer, 9.60 , 7.20 
Jermain Defoe,England,CF,25,Spurs,Portsmouth,Premier League,2007-2008,Winter, 9.30 , 7.62 
Julien Faubert,France,DM,24,G. Bordeaux,West Ham,Ligue 1,2007-2008,Summer, 9.15 , 5.37 
Bacary Sagna,France,RB,24,AJ Auxerre,Arsenal,Ligue 1,2007-2008,Summer, 9.00 , 7.37 
Alan Smith,England,CM,26,United,Newcastle,Premier League,2007-2008,Summer, 9.00 , 5.48 
Diomansy Kamara,Senegal,RW,26,West Brom,Fulham,Championship,2007-2008,Summer, 9.00 , 6.02 
David Nugent,England,CF,22,Preston NE,Portsmouth,Championship,2007-2008,Summer, 9.00 , 6.17 
Kenwyne Jones,Trindad and Tobago,CF,22,Southampton,Sunderland,Championship,2007-2008,Summer, 9.00 , 7.28 
Mido,Egypt,CF,24,Spurs,Middlesbrough,Premier League,2007-2008,Summer, 8.80 , 5.39 
José Enrique,Spain,LB,21,Villarreal,Newcastle,La Liga,2007-2008,Summer, 8.70 , 7.36 
Joey Barton,England,CM,24,City,Newcastle,Premier League,2007-2008,Summer, 8.60 , 6.62 
Kieran Richardson,England,LB,22,United,Sunderland,Premier League,2007-2008,Summer, 8.20 , 6.11 
Valeri Bojinov,Bulgaria,CF,21,Fiorentina,City,Serie A,2007-2008,Summer, 8.00 , 5.18 
Kevin-Prince Boateng,Ghana,CM,20,Hertha BSC,Spurs,Bundesliga,2007-2008,Summer, 7.90 , 5.22 
Leighton Baines,England,LB,22,Wigan,Everton,Premier League,2007-2008,Summer, 7.50 , 7.63 
Gary O'Neil,England,CM,24,Portsmouth,Middlesbrough,Premier League,2007-2008,Summer, 7.50 , 7.05 
James McFadden,Scotland,SS,24,Everton,Birmingham,Premier League,2007-2008,Winter, 7.50 , 6.83 
